,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
431,mariaisjesus,09-01-18,heartbreak and eating,"hey.. I´m shivering. I´ve been eating like crazy since I decided to get up from bed. The first half of my day consisted of crying hysterically, having panick attacks, and finding it hard to not hurt myself. Guess who got back to her old habits of letting food controll her emotions? Today was one of those days when u start your day wanting to fast, but later in the day in the life of your sad sad reality, you find urself making food in the kitchen while eating dinner from 2 days ago that for some reason is still in the fridge.. I myself have every intention of not overdoing it and actually stopping, but it´s almost like something takes over and tbh, I knew this was gonna happen to me already yesterday evening. I just get a different kind of hunger in the pit of my stomach after not eating for a while... I KNOW whats gonna happen.
now.
let´s talk about the title. Yeah, I´m legitemately devastated and it´s a secondhand hurt kind of devastated. He was my whole life for the last year of my life, my entire future had his footprints all over it. I was so blindly in love with him, that now I´m sitting here alone and ignored. I pushed away everyone that told me he wasn´t good for me, bacause he made me happy. How come I never realized he also hurt me just as frequently as he made my heart flutter? I think about the way I sat in the shower this morning, and cried for two hours straight listening to our song. A song I will never hear sung from him again, I will never be able to hold his face between my hands and kiss him, I will never again be able to look over at him when he says something stupid and just roll my eyes while smiling like crazy.
It really took everything in me to let him go, and I asked him straight forward to not contact me and he hasn´t. The feelings of desperate need for validation, love and attention are hitting me, resolving in food.Food is an issue for me and has always been, I was really overweight as a child and have been bullied about my weight for as long as I can remember. In 2017 I lost weight. I am so cold and now I feel worthless.
I. Feel. Alone.",_admin_moderator,"Sat,09/01/2018-2:15pm","Hi mariaisjesus,Welcome to","Hi mariaisjesus,Welcome to the forums. We are glad that you posted, and we are concerned for your safety. Please contact the Suicide Hotline if you are feeling suicidal at 800- 273-TALK. The NEDA Helpline can help you find eating disorder treatment options in your area. Give them a call at 800.931.2237 M-TH 9-9 EST and F 9-5 EST.Additionally, your post was edited slightly to remove numbers, as those might be triggering for other forum members (guidelines are available here: https://www.nationaleatingdisorders.org/forums/community-guidelines). Please continue to post and find support on these forums. ",_admin_moderator,"Tue,09/04/2018-9:30pm",Hello again mariaisjesus. If,"Hello again mariaisjesus. If you're not feeling safe then consider visiting the National Suicide Prevention website at https://suicidepreventionlifeline.org/ And again, their phone number isNational Suicide Prevention Lifeline at 1-800-273-TALK (8255)Stay safe.",,,,,,,,,,,,
432,mazo_burvi,09-06-18,New to Forum,"Hi,
New to forum. I was anorexic fouryears ago, regained a healthy weight by the end of 2015. Predominantly binge eating and throwing up. Steadily maintaining weight, manual labour, but am still acting on behaviors up about once a day, and the longest period so far that I've stayed clean since 2014 is four days. 30 year old female Family are not aware of problem.Two big concerns: I run a café in my home district, and whilst my habit DOESN'T go anywhere near my business physically ( although it does trigger) the confidential services here are not very confidential and cannot risk having it becoming known that the cafe is run by a bulimic.Second concern is that I've just had a minor operation and been prescribed medication, and whilst this is an excellent opportunity to try and defeat my problem I'm worried at the possible side effects of those ED behaviors whilst on the meds.Sorry if this is an inappropriate post, I'm just worried. Thanks ms in advance for any help",_admin_moderator,"Thu,09/06/2018-5:06pm",Edited Post,"Hi mazo_burvi, welcome to the NEDA forums! We are happy to have you join our supportive community.We wanted to let you know your initial post was edited to remove numbers (weight) and the name of a medication to ensure we have a safe space for our other forum-goers. As a reminder, we are a support group and cannot provide medical or health advice.You can review our Community Guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines",,,,,,,,,,,,,,,,
433,Savedbygrace ,08/29/2018,Hopeless,I'm feeling hopeless and worthless and like I don't deserve anything.  I'm just not worth it.  Thank you all for your encouragement over time.,_admin_moderator,"Thu,08/30/2018-5:38pm",Lifeline & NEDA Resources,"Hi Savedbygrace, you ARE worth it! Recovery can be a very difficult process. If you ever feel the need, please call the National Suicide Prevention Hotline at 1-800-273-8255, they are available 24 hours a day. Or, if you need more support through NEDA, please continue to post on the forums for support or call our hotline at 1-800-931-2237 to speak with a NEDA team member directly. Please keep posting!",,,,,,,,,,,,,,,,
434,Leadread,08/28/2018,Disordered eating recovery,"Hey y'all, I'm looking for advice on just resources and things to read when you're recovering from under eating/starving. I've never been diagnosed with an ED but I lived with undiagnosed milk allergy for 5 years that destroyed my want to eat. I'ts been 3 years since my diagnosis and I'm finally in a place where I make all my own food and I realized I have a problem. My partner has to convince me to eat, and I dread it and avoid it. I have done a lot of work with my therapist to lower my anxiety about food and eating but I still find myself taking fast days or weeks. I have another friend with a food allergy, and he's a great support but he barely eats enough as well and I need to find things to help me get better. A lot of my friends  dismiss me when  i worry I've  developed  ED or at  least disorder eating on the basis that people ED have real problems and I'm over thinking it. I've lost a lot of weight in the past year, I feel ill a lot, and I feel like I'm constantly battling myself to eat. Even when I can convince myself to eat til I'm full, I feel sick for an entire day. Whether or not I have and ED, I need to find things that can help me.I've read a bunch of posts on this forum, and it makes me feel less alone at least. I'm looking for things on how does it feel to increase your food intact and how to healthily fo that. How do you get through the discomfort and fullness? What do you tell yourself to think? How do you recover from disordered eating with out really the support of those around you? Or resources to give friends to better understand how it feels? Thanks for reading and hope you all luck on your journey.",_admin_moderator,"Thu,08/30/2018-5:42pm",NEDA Resources,"Hi Leadread, welcome to the NEDA forums! If you want to speak to a NEDA team member about recovery resources online and/or in your area, please call the NEDA hotline at 1-800-931-2237 from Monday - Thursday, 9:00 AM - 9:00 PM and Friday, 9:00 AM - 5:00 PM EST. Please continue to post!",,,,,,,,,,,,,,,,
435,Savedbygrace ,08/30/2018,Question,Is bulimia without the binging just as dangerous as bulimia with binging?  I'm HOPING insurance will come in the mail ASAP.,_admin_moderator,"Thu,08/30/2018-5:33pm",NEDA Resources,"Hi Savedbygrace. As a reminder per our Community Guidelines, the forums are not a replacement for healthcare or medical advice. We encourage you to seek resources that can help you. Please feel free to call the NEDA Hotline at 1-800-931-2237 for resources in your local area as you wait for the insurance to come in the mail or as a supplemental resource.",,,,,,,,,,,,,,,,
436,wanz44,08/28/2018,Looking for tips from overcoming my weight obsession,"Not sure If I can be classified as anorexic but I know I have an obsession with wanting to stay thin/skinny.I’m a 64-year-old male. Just looking for some tips on getting away from my way of thinking of being very thin; It started when I quit smoking 11 years ago and didn't want to gain weight. I wasn't truly overweight. Just a small gut. My fear of putting on weight escalated to where I lost a significant amount of weight and it isn't so much of the weight, its more of my way of thinking. For 10 years I burned an exceptionally large amount of calories a day, every day doing cardio at the gym. My thought was; ""the more calories I burn, the more I can eat."" I finally had to stop the cardio since I had tried to simply cut back but couldn't do since I had become addicted to it. I have since returned and just doing some light lifting and focusing on ab work.I also recently weaned off from a certain prescription medication which had suppressed my appetite, although that was not the reason I was taken it. Now my appetite has come back and I’m fighting my thought patterns and I’m depressed about eating. For most of the last 10 years, I have been preoccupied with being as thin as I could be. Since I stopped the that medication and my appetite returning, I have put on some weight (my wife and daughter thinks I look better since she felt and had others asked her if I was alright, due to my weight. She said some thought I had cancer, of course I didn’t think I was that bad but I know my way of thinking may have been since it cause depression if I gained a few lbs. ) and I’m still depressed and preoccupied over not wanting to gain weight.Also, I use to weigh myself 5 times a day and would document my weight. This was doing my excessive cardio days. Now I do weigh my self once a day. Even one or two lbs one way or another can have an extreme effect on my mood.",_admin_moderator,"Wed,08/29/2018-12:04am",Hello and welcome wanz44.,Hello and welcome wanz44. Your post has been edited to adhere to the community guideliness. Users are not allowed to post specific weights or calories. The guidelienss can be found here: https://www.nationaleatingdisorders.org/forums/community-guidelines Thank you and please continue posting.,,,,,,,,,,,,,,,,
437,Horsegal18,08/22/2018,I am not sure where to go from here,"Hello,I am hoping that I can get some positive feedback or advice and perhaps get a bonus in maybe helping someone else who struggles like me along the way :). I grew up with overbearing parents, we only spike German in the house growing up, but English everywhere else to ""fit in.""  I speak 4 other languages but those two were those everyone fixated on.  I started with my eating disorder because I was very isolated growing up. I rode horses since I was 3 years old and those were my friends.  My family was very critical, my weight, appearance.  I was healthy weight for my height.  But as my dissatisfaction with my family grew so did my disinterest in eating. I got down to a dangerously low weight and was hospitalized.  8 years later I still struggle with lack of interest in eating, sometimes I go 3-4 days and then I'll eat a cracker.  It's not that I am trying to starve, i don't even feel hungry, it's just I don't have an interest in eating. Am I just a weirdo? :(Please help xoxo :)",_admin_moderator,"Tue,08/28/2018-11:32pm",Hello Horsegal18 and welcome,Hello Horsegal18 and welcome to the forums. Your post was edited in order to adhere to the community guidelines. Users are discouraged from sharing specific weight numbers. Please check out the community guidelines when you have the time. They can be found here: https://www.nationaleatingdisorders.org/forums/community-guidelines Thanks,,,,,,,,,,,,,,,,
438,NotSoSkinnyNinny,08/25/2018,Scared of upping clories after months of restriction as not underweight,"Hi, my family nickname is Ninny so I'll go by that!
To cut to the chase, I have been restricting for about 5 months I think? It started as a 'lifestyle change', (calorie counting, meal planning, clean eating) to lose my excess weight. I used to be around, so I thought I was just dedicated to becoming healthier, that I was in control and would just stop once I was in the middle of a healthy range. I knew my behaviour wasn't normal but thought it was okay because I couldnt be anorexia, I was overweight and actually needed to lose weight. I thought that, in the end, I would be able to up my calories a load and eat banned foods again without any anxiety. But it'll never be the 'end', as I can see now that I really wanted control over something when I could no longer cope.
My behaviour and attitude towards food quickly became what one may call orthorexic. I became scared of eating out or drinking, cut out foods and groups, would scan food labels and plan ahead, only eat 'my' food on my tableware that I cooked myself. I developed fear foods, routines and obsessions then I joined the gym in the last 2 months and combined restriction with overexercising. I lost my period, cold, exhausted, in pain, sleep less, lost interest in hobbies or friends, messed up hunger signals, after-meal tummy aches at times. What you would expect from malnourishing your body.
This is mainly because I still have a lot of fat stores around my tummy and legs.
I would honestly like to lose more weight but I know I can't keep doing this to my body and living in fear of food. I have signed up for therapy to challenge these behaviours and thoughts BUT I always had in mind that I would just incorporate 'banned' foods back into my diet.
As I looked up recovery, I didn't understand how it would apply to me - not being underweight or anorexic. I don't need to gain weight. But it hit me that I do need to repair body damage, and that requires energy and calories.
So a big fear of mine, is that since I have damaged my body and metabolism is that if I raise it to fix my body - that I will gain fat and weight.
My therapy won't be for a while so I don't know what to do, I still want to restrict and exercise but I don't want to make all my effort be for nothing if I'm just sabotaging my weight loss.
I would like to be normal - to eat normally and overcome this and feel good again - but also not have such a disproportion amount of belly fat for my size. Will upping calories make my weight overshoot even if I don't need to gain?",_admin_moderator,"Tue,08/28/2018-11:41pm",Hello and welcome Ninny. Your,Hello and welcome Ninny. Your post has been edited for content as you violated the community guidelines by posting numbers and detailing behaviours. Please consult the community guideliness located here: https://www.nationaleatingdisorders.org/forums/community-guidelines Thank you and please continue posting.,,,,,,,,,,,,,,,,
439,LoisLane,08/20/2018,New and need support ,"Hi community!
I am writing this post with very mixed feelings. I don’t know what I expect from it so I am just going to leave my words here as they come out. I am 30 years old and I have had an eating disorder for half the time I have lived. It started out with bulimia accompanied with a bunch of other self distructive behavior like cutting as well as depression when I was 14. I was in psychotherapy for about 5 years but never talked about my eating disorder. I have lived a pretty normal life so far if you want to call it that way and it never seemed that I have a really big issue really. I met the love of my life 2 years ago. He’s the first one I have ever talked about my eating disorder. Now I see how big my problem is. He sees it every day and deals with it and supports me in every way he can IF I am willing to get better. And I am. But I am afraid as well. I don’t know how or where to start and how it is going to affect my body. Also I do live on a remote island with no doctors or clinics or whatsoever at the moment so I neet support that is available from a distance. Please help, I need it.",_admin_moderator,"Wed,08/29/2018-6:02pm","Hi hyacynthe,Your post was","Hi hyacynthe,Your post was edited to comply with NEDA community guidelines which can be reviewed here:https://www.nationaleatingdisorders.org/forums/community-guidelines ",,,,,,,,,,,,,,,,
440,Minkov,08-10-18,Mutual Support for Binge Eating,"Hi everyone,I'm a 28 year old woman from Australia, and new to this community. I have been suffering from binge eating and compensatory exercising for some time now, and although I am in treatment, I still have a long way to go. I'm wondering if anyone would be interested in being mutual supports - nothing major, just someone to message to say, ""I feel like bingeing but I'm going to do X instead because ..."" or to send each other messages of support, tips, etc. Please let me know if you'd be interested. :) Much love to you all.k",_admin_moderator,"Tue,08/14/2018-11:08pm",Hello struggleisreal,"Hello struggleisreal.Unfortunately, these forums are meant primarily for persons 18 years or older. We suggest that you reach out to an adult that you trust for help concerning your symptoms/struggles. Thank you for your understanding.",,,,,,,,,,,,,,,,
441,mercedes1974,07/20/2018,Old enough to be your mom...,"I am introducing myself, but also asking for advice.I am 44 years old, and have had some manifestation of an eating disorder since about age 9. At age 9, I was more than xx overweight, and when a doctor told me I was obese, it triggered a Lenten giving up of certain foods that then turned into anorexia. In high school, I was severely bulimic, relying on laxatives to keep my weight in check. This lasted through college, when I began exercising to maintain my weight. I tried OA for many years, and had some semblance of recovery--at least I would eat regular meals and exercise just once a day--but then I got pregnant. During that time, the OA members in my town gave me a hard time. I know they were trying to intervene for good, but they pushed me away (or I pushed myself away). Post pregnancy, I had about a year or two of utter freedom. I was (an am) absolutely in love with my son and my husband has always been very supportive of me. I had a year or two of bliss. But I never went back to OA. I do go to therapy and I am regularly seen by a psych nurse for medication (anxiety and depression). On the surface, there is nothing wrong with me. I have a job that pays very well. I have job security (for the most part). I generally love what I do, but sometimes I feel trapped. I fantasize about having other jobs (again, despite having an enviable position). I live in a great town with great schools. Last year, I had a bout of severe, severe depression. I'm not sure, but I think this in part triggered more anxiety around food for me. I have not lost a lot of weight, but over the last few months I have begun restricting again, avoiding social/food gatherings even more than usual, and I've started exercising in addition to the hour of cardio a day I do. This morning, I considered calling an RD. I have never been honest with my doctor about having any eating disorder. I haven't been completely honest with my therapist and psych nurse about food. I'm terrified of eating more because my weight is normal, but according to my calculations, I should be eating at least xxx more calories. I'm ashamed, too, because, let's face it, I'm 44. I don't feel like there is a lot of support for middle-aged women. And someone who looks like me with my life is a tough sell. I look fine. I don't look like I restrict at all. Yet here I am.Thanks for reading.Mercedes",_admin_moderator,"Tue,07/24/2018-9:29pm","Hi dsprte4hope,   We wanted","Hi dsprte4hope,   We wanted to let you know we edited your post to remove certain numbers and words. Please review our Community Guidelines to ensure we can continue to keep this forum a safe space for all of our users: https://www.nationaleatingdisorders.org/forums/community-guidelinesThanks for sharing your experience and please keep posting!  ",,,,,,,,,,,,,,,,
442,struggleisreal,08-08-18,Bulimia Recovery,"Hi, I have recently gotten out of treatment and expected everything to be blue skies from their on out. I didn't struggle much during the first couple of weeks, my dads house was the easiest to eat at. But my moms has always been a war zone. Her and i don't get along well, and with her choosing my food, it has made a road bump in my recovery. I have relapsed 3 times while being in her house and I just cant seem to get back on track with eating without needing to purge. I just need to get out of this cycle. Can anyone relate? Share how you got out of the binge>purge cycle?",_admin_moderator,"Fri,08/10/2018-12:06pm",Savedbygrace,"It sounds like what you have gone through must have been extremely traumatizing and scary. There is help out there for what you have experienced. I would like to refer you to this site to chat with someone about your incident if you would like. They have an online chat system similar to ours, it is free, secure and confidential. Just click on this link if you want support for that: https://ohl.rainn.org/online/",,,,,,,,,,,,,,,,
443,[email protected],08-09-18,Trying to get help,"After 13 years, I'm finally trying to actually recover. Currently I am seeing a therapist and dietitian once a week at a location that is 40 minutes away (it's the closest option I've got). I've been going for almost two months now and from day one we have all agreed that I need a higher level of care. Things aren't progressing and they have really pushed me again to move up in care. Unfortunately, I just don't know how to do that at this stage in my life. I just started a new full-time job in March and I'm a single mother to a three year old. My family lives 3 hours away. There is an eating disorder treatment center that is also 40 mins away from where I live that my current therapist and dietitian are affiliated with. Obviously that would be my best choice. I've done the intake and they are recommending PHP. I can't take that much time off of work right now. They have an IOP program that I could probably manage my schedule around but I have no idea what I would do with my daughter. Has anyone had to deal with figuring out childcare on top of treatment? She goes to daycare but they close at 6 and IOP ends at 6:30 (plus the drive back home). I can't imagine what it would cost to hire somebody to pick her up and care for her until I got home. I'm on my own in this... I feel so lost and helpless.",_admin_moderator,"Tue,08/14/2018-1:10pm","Hello, Welcome to NEDA forums","Hello, Welcome to NEDA forums! We would like to let you know that we edited your post to take out the name of the treatment center. As per our guidelines mention of specific treatment centers is now allowed on the forums. Please keep posting! ",,,,,,,,,,,,,,,,
444,mazzystar08,08-10-18,It’s tough ,"each day i wake up feeling worse
just want all of this to be overand i don’t want to die, i have a lot of dreams and goals but getting better seems so unrealistic at this point",_admin_moderator,"Mon,08/13/2018-6:36pm",Lifeline & NEDA Resources,"Hi mazzystar08, welcome to the NEDA forums. We're sorry to hear you are having a hard time. If you want to speak to someone, please call our hotline at 1-800-931-2237 Monday - Thursday, 9 am - 9 pm and Friday, 9 am - 5 pm. Our trained hotline associates can talk about treatment options, support groups in your area, or give additional resources for recovery. Please remember you are not alone, and continue to post here for continued support!",,,,,,,,,,,,,,,,
445,Suze2,07/29/2018,I'm desperate by Suze2,"I think my life's over I am desperate to 'make' myself better for my husbands sake and my own health but I just am struggling to 'do' what I need to do. My husband thinks I just want to stay unwell forever and this has already taken over 7 years of our lives and I've wasted all that time and his. He says he is heading for a nervous breakdown and I feel so bad. I think he would be better and happier off without me but I  don't want to lose him. I am just not doing enough to convince I want to get better and I don't really know if it's me doing this or the ED. what else can I do? I am going to lose everything all I do is cry cry and cry and feel sorry for myself. I know I'm running away from being responsible, I need to take charge of destiny put I'm afraid, very afraid. I wish I could just switch on the magic light bulb that will make everything alright I want to go back to what we once were but I think I'm too far gone to get my old life back. Please help any body out there with any thing I can do to change my mindset to be more positive and take responsibility love Suzexx",_admin_moderator,"Tue,07/31/2018-11:42am","Hi Suze2, We are glad you","Hi Suze2, We are glad you have a therapist and came to the forums for support. We are concerned for your well-being and wanted to share the number of the Suicide Hotline if you need to speak with someone – 800-273-TALK. Please know you are not alone! ",,,,,,,,,,,,,,,,
446,Savedbygrace ,08-08-18,Exhausted,"So today after engaging in eating disorder behaviors I became dizzy, lightheaded and nauseated.  It feels like everything is catching up to me.  I'm so ready to admit into treatment.  I guess I've gotten to the point where it's harder to move around.  I can't see the doctor until after insurance starts.  Hopefully that's in the next week.",_admin_moderator,"Fri,08/10/2018-12:00pm",Savedbygrace,"Hi, We wanted to let you know we edited your post to remove information that could be triggering to our other forum-goers.  Feel free to review our Community Guidelines if you'd like: https://www.nationaleatingdisorders.org/forums/community-guidelines Thanks and keep posting! ",,,,,,,,,,,,,,,,
447,Savedbygrace ,08-06-18,Imstillgrowing,"Hey there,
  Just wondering what has been going on with you lately.  How's home life?  How is the eating disorder?",_admin_moderator,"Tue,08/07/2018-6:43pm","Dear imstillgrowing, You","Dear imstillgrowing, You mentioned that you have been struggling with self-harming. We are concerned about your safety. Please contact the Crisis Text Line by texting ""NEDA"" to 741-741 or call S.A.F.E. Alternatives Self-Harm Information Helpline at 1800-366-8288. Please be safe and reach out for support.We also wanted to let you know we edited your post to remove information that could be triggering to our other forum-goers.  Feel free to review our Community Guidelines if you'd like: https://www.nationaleatingdisorders.org/forums/community-guidelines Thanks and keep posting!  ",_admin_moderator,"Wed,08/08/2018-6:34pm",Savedbygrace,"Hello Savedbygrace, You have stated feeling dizzy, hot and light headed, nauseated, and drained. This is concerning, and we suggest you seek medical attention from your doctor about these symptoms. We are glad you are in contact with your residential treatment center. If needed, you can also contact the NEDA Helpline to find treatment options in your area. They can be called at 800.931.2237 M-TH 9-9 EST and F 9-5 EST. We also wanted to let you know that we edited your post as it contained language that can be triggering to other forum-goers. Please review our Community Guidelines to ensure we can continue to keep this forum a safe space for all of our users: https://www.nationaleatingdisorders.org/forums/community-guidelines Thanks and keep posting!",,,,,,,,,,,,
448,Shaina28,07/27/2018,"I think my ED might've led to a food intolerance, and it's making me sick. Help?","I've been sick to my stomach most days and I'm starting to think it's a food intolerance, or something of that nature, but I'm having all these ideas, and I seriously doubt I'm eating too much, though I could be having trouble tolerating foods due to restrictive behaviors (I've cut my calories quite a lot the past few months). But when my stomach bloats, it feels like weight gain, and then I treat my body even worse. I feel like I've pulled a muscle in my stomach or like it's full of water. I know we're not doctors here, but any thoughts? Has anyone here developed food intolerances as a result of ED (I've been told it's common)? I just don't want to get more sick from the stomach stuff and loss of water. I don't need an excuse to track foods more either, though I could benefit from some variety....help?",_admin_moderator,"Mon,07/30/2018-8:29pm",Edited Post,"Hi IonaJazz, we wanted to let you know we modified your post because it contained advice related to nutrition. Please review our Community Guidelines to ensure we keep the forums a safe space for all of our users:https://www.nationaleatingdisorders.org/forums/community-guidelines",,,,,,,,,,,,,,,,
449,jviv2,08-02-18,Not sure what my next step is...,"Hi all,First I wanted to say I am very glad to have found this website. Reading others stories and experiences has made me realize I am not alone. I wish that nobody had to go through this stuff, but it helps to know I am not alone in what I feel.Anyways,
I have always struggled with self image just because I have always been slightly overweight. A little while ago I started a diet, and I lost a lot of weight. I am still considered slightly overweight, but am close to being average weight. But, I became obsessed with losing weight. I started restricting and binge eating. After those binges, I participated in compensatory behaviors. I also feel very guilty after these binges and cry and sometimes have even punched myself in the leg out of anger. I have missed my period the past few months, have had low grade fevers off and on, stomach pains/cramps, and I always feel tired and sometimes dizzy. Is it possible to have multiple eating disorders at the same time? Also, I do want to seek professional help because I am scared for my health, but I also do not think it will help because I feel have ZERO control of my habits. Does this even seem like an eating disorder? I just feel lost. And hopeless.
Thanks for reading and I look forward to hearing from you.",_admin_moderator,"Sat,08/04/2018-6:25pm",Hi jviv2 and welcome to the,"Hi jviv2 and welcome to the forums,We wanted to let you know we edited your post to remove numbers and eating disorder behaviors that could be triggering to our other forum-goers. Please review our Community Guidelines to ensure we can continue to keep this forum a safe space for all of our users: https://www.nationaleatingdisorders.org/forums/community-guidelinesThanks and keep posting!",,,,,,,,,,,,,,,,
450,Savedbygrace ,08-03-18,I feel worthless,"Ugly, guilty.  I am feeling very low.  I feel like I'm never going to fully get better.  I'm doubting I'll get help.",_admin_moderator,"Sat,08/04/2018-5:50pm","Hi savedbygrace,We are","Hi savedbygrace,We are concerned for your well-being and wanted to share the number of the Suicide Hotline if you need to speak with someone – 800-273-TALK. Please know you are not alone!",,,,,,,,,,,,,,,,
451,emp467,07/30/2018,Not sure what to do about my symptoms,"I'm an 18 year old male and have struggled with body image + restrictive eating + binging as long as I can remember. I have never even been overweight. I restrict. I also overexercise. I'm well within a healthy weight range . Over the past few months, I have been extensively tracking and restricting my caloric intake. I recently I recently started indulging in tracking behaviors.  However, even the stress of tracking all these things and restricting myself continually is killing me. I feel like I'm going crazy. Today I deleted the app and told myself I would eat whenever I was hungry, since logically, I know I shouldn't need to worry about my weight. Started sweating and almost had a breakdown. Still freaking out. I don't know how to handle letting go of my rules like this. Anyone with similar experiences who could help with some advice?",_admin_moderator,"Tue,07/31/2018-11:10am","Hi emp467, We wanted to let","Hi emp467, We wanted to let you know we edited your post to remove numbers and eating disorder behaviors that could be triggering to our other forum-goers. Please review our Community Guidelines to ensure we can continue to keep this forum a safe space for all of our users: https://www.nationaleatingdisorders.org/forums/community-guidelines Thanks and keep posting! ",,,,,,,,,,,,,,,,
452,Savedbygrace ,07/28/2018,Update and purging,"So my husband found out that he'll be notified when a representative from his company will meet with him to help him sign up for insurance since they have been hiring a lot of new people.  Hopefully it will only be a week or so.  Then I have to do is have insurance checked to see if the residential facility takes it.  If not, I'll try to make Medicare first and check out inpatient.  But my prayer is that I can go residential.
  I ended up purging just now and there was a trace of blood in it.",_admin_moderator,"Sat,07/28/2018-5:04pm","Hi Savedbygrace,Blood in","Hi Savedbygrace,Blood in vomit is a significant medical concern and should be addressed immediately with your medical care provider and treatment team.  If you do not have access to your medical team at this time, we suggest you visit your local emergency room for evaluation.Please take care of yourself!",_admin_moderator,"Tue,07/31/2018-11:51am",We suggest you allow a,We suggest you allow a physician to weigh in to assess your medical state,,,,,,,,,,,,
453,Savedbygrace ,07/26/2018,Imstillgrowing,"Hoping you are doing well.  How has the eating been lately?  Please pray for me.  Please pray for insurance to arrive ASAP, and that it will be accepted in treatment centers.",_admin_moderator,"Sat,07/28/2018-4:18pm","Hi, We wanted to let you know","Hi, We wanted to let you know we edited your post to remove information that could be triggering to our other forum-goers.  Feel free to review our Community Guidelines if you'd like: https://www.nationaleatingdisorders.org/forums/community-guidelines Thanks and keep posting!  ",,,,,,,,,,,,,,,,
454,Savedbygrace ,07/26/2018,Self injury,So unfortunately I have started obsessively self injuring.  I struggle a lot with my eating disorder.  I can't eat more than a few x amount of calories and up to xxx amount of hours of exercising.  I can't stop.  I have next to no support and I'm worn out.  Physically and mentally exhausted.  I have no energy to keep fighting; to fight anymore.  Recently a stranger told me I eat way too much.  I also hate my body and struggling with seeming to have no purpose.,_admin_moderator,"Fri,07/27/2018-10:08am",Support numbers,"Dear savedbygrace, you mentioned that you have been self-harming. We are concerned about your safety. Please contact the Crisis Text Line by texting ""NEDA"" to 741-741 or call S.A.F.E. Alternatives Self-Harm Information Helpline at 1800-366-8288. Please be safe and reach out for support.",,,,,,,,,,,,,,,,
455,maryems,07/25/2018,I don't understand what's going on. ,"For the past few years, I have been very conscious about everything I consume. I counted calories everyday and made sure I consumed a specific amount of calories, and if I ever went over that, I would head to the treadmill. Lately, after my high school graduation, I've felt a bit lonely. I have been eating so much (more than ever before, specifically at night) and I don't understand why. I eat when I am not even hungry. I am eating till I feel so badly about myself. I eat by myself when no one is watching. I feel so badly after, and I don't eat all day and then binge again at night. I don't know why. I don't understand why. I don't know if there's something wrong with me. I have gained weight because of this. I think about my weight 24/7. Everytime I consume something, I immediately think about the calories that it will bring to my body. I think about my weight all the time, and how I look.I don't understand. Can someone please help me understand if I'm just going crazy.",_admin_moderator,"Wed,07/25/2018-12:55pm",Hi maryems! Welcome to the,"Hi maryems! Welcome to the forums! Your post was edited slightly because it contained specific wording and numbers that may be triggering to our other forum members. Please refer to our Community Guidelines (https://www.nationaleatingdisorders.org/forums/community-guidelines), and please continue to post! ",_admin_moderator,"Fri,07/27/2018-10:12am","Dear arya, we would like to","Dear arya, we would like to let you know that some portion of your post has been edited. As per our community guidlines, recommendation of outside sources is not allowed on the NEDA forums. Thanks for your understanding and please keep posting! ",,,,,,,,,,,,
456,aliciacovan,07/25/2018,"So tired of people saying "" you don't look like you have anorexia """,My Ed is a newer development and ive been struggling with it a lot . Yesterday i ate junk food and cried all afternoon because i was going to gain weight. Ive been going to a therapist but its not really helping.  I try to be open about it with other people but they always say that i don't look like i have anorexia. I know I'm not bigger but i still see myself that way. I weigh myself everyday. Deep down i want my weight to be less than it is. I feel hopeless and stuck. My parents try to force me to eat which makes me not want to eat more. I hate i have to live like this. I really want kids one day and it sucks knowing that if i dont fix this i can't. It just feels like my life is revolving around food.,_admin_moderator,"Wed,07/25/2018-12:45pm",Hi aliciacovan! Welcome to,"Hi aliciacovan! Welcome to the forums! Your post was edited slightly because it contained specific behaviors and numbers that may be triggering to our other forum members. Please refer to our Community Guidelines (https://www.nationaleatingdisorders.org/forums/community-guidelines), and please continue to post! ",,,,,,,,,,,,,,,,
457,London1621,07/21/2018,I hate this.,I have been hiding food around the house and in my room for a while. My parents and sister don't know that I do this and I had the feeling to binge eat when everyone was gone and I went all around the house and in my room and took all of the food that I was hiding and I threw it in the garbage outside. Part of me felt happy for doing this but the other part of me didn't. I hate this problem and want it gone forever.,_admin_moderator,"Mon,07/23/2018-7:15pm",Edited Post,"Hi ashley_recovery, we removed the portion of your post that included a self-promotion for your own website. According to our Community Guidelines, we do not permit advertisements and outside links. You can find our guidelines here: https://www.nationaleatingdisorders.org/forums/community-guidelines"">https://www.nationaleatingdisorders.org/forums/community-guidelines",,,,,,,,,,,,,,,,
