,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
715,Readinggirl ,03-12-20,:(,Made myself sick:(,Blue44,"Thu,03/12/2020-8:15pm",Readinggirl ,Sorry to hear that you are struggling right now. Would it help to talk more about your thoughts and feelings?  I hope that things will get better for you.,Blue44,"Fri,03/13/2020-5:23pm",How are you today?,Hello Readinggirl. Just wanted to let you know that I’m thinking of you and hoping things are better today. Post if it helps.,Readinggirl ,"Sun,03/15/2020-8:08pm",Hi ,Thank you .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,CASACERA,03-03-20,starting from scratch,"What's that old saying? ""If we don't learn from history, we're bound to repeat it""? Funny how that should apply here, to me with my insidious, powerful and baffling overeating disorder. Hardest battle of all is to stop eating food I love once started. I planned a snack last night but I kept noticing I was watching the clock, even though busy, my addiction kept gnawing. So enveloping. Even though it's food, the way other serious addictions are described, I'm right there with them. And so eating my planned snack at 9 instead of 11-11:30, right when I'm ready to pop into bed was bound to be a set-up. And then? The perverbable wild horse was out of the gate, first this, then that, queen of the nibbler's looking for the final moment of satiation. My BIG CHALLENGE TONIGHT IS NO MATTER WHAT TRY TO EAT NOTHING BETWEEN DINNER AND BEDTIME SNACK. Can you believe this?
When people who know me see me they can't believe this is what I go through. If you're healthy and normal looking ""OH, CC you don't have a problem, why do you struggle with this?"" But I know the potential of how easy it is to gain weight and pull away from a healthful, joyful life. Folks who suffer with this, get it. CC",youarebeautiful,"Tue,03/03/2020-10:03pm",Stay strong,"Although it can be difficult, here's a reminder that recovery is attainable. You have such a bright future and are so strong.",CASACERA,"Wed,03/04/2020-8:39am",thank you for responding and,"believing in a ""bright future"" for me. I have been diagnosed by respected medical professionals as suffering from a eating food addiction disorder. Led me to two totally insurance paid for hospital stints. If I never had to eat again like other addicts do with their addictions, ""recovery"" would happen. But imagine if the addicts with recognized addictions had to still ""do it"" 3 or more times a day what would their recoveries look like? But there's absolutely nothing wrong with managing my disorder, having experienced that from time to time. Name so many serious physical afflictions and with medical treatment manage their disorders and go on with their lives. This has been one of my exhausting all-I-can-do but un-managing times. That's why in desperation I found this NEDA site. So it's the old ""one day at a time"" and the Serenity Prayer that I do and must continue on doing whatever I can to help myself. Thanks all! CC",Nicole_89,"Mon,03/09/2020-8:01pm",Youvr got this,"OMG its defiantly not easy, i feel like other people just dont understand. I am normal to overweight and just cant stop reaching for food sometimes. Girl i think we can both get through this though!! Sending you strength!",CASACERA,"Tue,03/10/2020-9:32am",Thank you youarebeautiful and Nicole-89,"Endless. When I have those times of a brief oasis, so grateful. G.P.'s say ""Oh, it's anxiety, take a pill. Not that at all. My out-of-control eating is with me no matter what mood: happy, sad etc.,etc. It's like my brain got wired early on, and it's no different from many brain disorders. Mine just has this impregnated food hook. Serotonin, DNA whatever with lab testing and exploring but to the general outside public all weight strugglers issues are simply nutrition knowledge, activity level and free choice. This A.M. I had my familiar nourishing and tasty breakfast. I hour later just seemingly going about my business and there's a ""your hungry"" message, but I'm not. ""Just have a ...that's all you need"" and the food grabber will go back in the corner. So desperate, here I am. Sounds crazy but if you read my ""Two Faces of Eve"" there it is. Thank you again for connecting to this site. Later. CC",CASACERA,"Sat,03/14/2020-9:57pm",and now C.V. to complicate,"my ongoing struggle. Will I get it? Won't I get it. Doing all that's advised. I grew up during WWII.
There was rationing and some things just weren't available at all. But the fed. govt was so on top of it. Food rationing was so fair, no gas for cars, in fact no new cars were being made at all. We saved all paper and everything metal and packed it neatly out front of our house to be picked up. We had victory gardens, every family had people serving or involved in the common goal. I still remember all the patriotic songs we all sang and still have some leftover war effort stamps. Cashed in my bonds later on. But the whole country worked incredibly well together without
complaining. Won't go into the food substitutes here, but there were many and not appetising at all. It's just that this is so different. Everyone scrambling for themselves. Hope this doesn't last too long and our immune systems are our friends. Mine isn't great and I'm old to boot. Anyway everything's a song as I always say. How 'bout ""Help Me Make It Through The Night""? Good one. CC",alwaysthinking,"Sun,03/15/2020-7:06am",How are you doing?,"So, how are you doing, CC?  Regardless of the BED?  I know this coronavirus is driving people into pure panic mode and making them completely insane as regards to  Taking everything out of the store. I went to Walmart a couple of days ago and couldn't understand why underwear was so scarce. It took me awhile to figure out why everyone was stocking up on toilet paper. I finally understood that but underwear??  So, yeah, everyone scrambling for themselves is a perfect way to put it. It's ridiculous. So I repeat. How are YOU doing?  So just know I do care. And I hope that you are able to get what you truly need. I hope you have someone looking out for you and that you have somebody who is able to get you the things that you actually need. Because it seems like people are just stocking up on things that they really don't even need, but they think that they are going to freak out if they don't have them in the next 10 months. They're just going into complete panic mode and being absolutely insane. So I hope that you are doing okay. And I hope also that you're doing all right on the eating Zone as well.",CASACERA,"Sun,03/15/2020-12:50pm",thanks so much ATK,"Answered all your questions and it magically got erased. O.K. in a fewer words: My food addiction is as powerful as ever. I found the NEDA site in desperation, for this last year my kind of BED has been relentless. Trying to work on areas that I can. Like slower eating I always mention. BED hates that. Keep me shoveling it in, what the addiction does to maintain the status quo. ""One Day At A Time"". Actually morning afternoon and evening, each a sort of different challenge. I never give up, I can't, have no choice. It's for my best of health, comfort physically and emotionally and therefore the quality of my life. Despite this because I write about this here, my life is still filled with many passionate activities particularly considering my age. But the second any of these satisfying activities ends, still totally taken by surprise because I was so satisfied with what I had been doing? That's why it was often repeated at OA meetings re: comp.overeating. It's ""powerful, cunning, mysterious"". Hope your day is going well ATK and you're making whatever headway you desire and aspire to achieve. AND, let's both stay well and free from the Corona Virus. hugs, CC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,silverstars,03/13/2020,Anxiety & Loss Of Appetite,"i have GAD and OCD and my paralyzing anxiety steals my appetite.
Over the past few days i have been trying to increase my intake a bit,but i just haven't been hungry.i feel like my nerves are on fire.
i guess i should try harder to eat on a schedule,but it is just so hard when the very idea of eating makes me feel sick.
i have already lost a bit of weight.
How do i get past my total lack of an appetite and eat as best i can?",Blue44,"Fri,03/13/2020-9:33am",silverstars ,I can relate to having anxiety and it effecting eating. I was just recently prescribed anxiety medicine by my doctor. I’ll see if it helps. I hope that you can get some improvement with your anxiety and eating.,silverstars,"Sat,03/14/2020-7:25am",Thank you,"Thank you for your support,Blue.
i am sorry you struggle with anxiety effecting your eating as well.
i so hope your new medication helps you.",alwaysthinking,"Fri,03/13/2020-1:29pm",Relate,"I totally relate. I seldom have an appetite at all. Nor do I  often feel hungry anymore. So it makes eating very difficult. I'm probably not the best one to give Advice at the moment, but I was told at any rate, that in instances like this, the best thing to do is just to eat anyway. Of course, we all know, that's much easier said than done. That's why it's good to have a meal plan. And we're supposed to just stick to it as best as we can. I have anxiety also and a lot of depression. And it makes it very difficult. So I feel for you and I hope you are just able to do as best as you can. Hang in there.",silverstars,"Sat,03/14/2020-7:28am",Thank you as well,"Thank you as well for your reply.
i am so sorry you can relate.
Not having an appetite and struggling with anxiety and depression on top of your eating disorder is so challenging isn't it?",meerkat123,"Sat,03/14/2020-4:47pm",In the same boat,"I can relate to your situation on so many levels. for the past month, the simple thought of anything food related makes me feel sick, and actually eating it is even harder. My Dietician has described it as ""emotional fullness."" So basically your emotions (in your case anxiety) are so overwhelming that it is manifesting as something physical. I look at it like your body is hungry, its just the anxiety is hogging all of your attention. It is hard to think of anything when you are so consumed with emotions. But, as my dietician says, the only way out is through, so just keep trying. Maybe try to eat some foods that you used to really enjoy? I am so sorry you are feeling like this, it really is not easy. Keep hanging in there. Every little bit helps.",silverstars,"Sun,03/15/2020-9:27am",Thank you meerkat,"Thank you for your reply.
Sorry that you struggle with this too.
""Emotional fullness"" makes a lot of sense,thanks for sharing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,silverstars,03/14/2020,Morning Ramble....,"i had a massive binge last night.When i binge at night,at first when i wake up it is only a hazy memory,and then i see the evidence in the trash...So yeah i binged.But i woke up having lost weight.That makes no sense to me.What is my body doing? Anyway,as i stood on the scale,i felt that familiar relief,that familiar feeling of being so pleased.i know i shouldn't be weighing myself.i haven't been able to get rid of it as much as i resent it.i don't know.i need to find other things to give me that feeling of pride,accomplishment.Other things to feel pleased about.Is it possible to recover from an eating disorder you've had since you were really young when you are in your 40's?
i have been the oldest patient in treatment before and it made me feel like such an alien.i also felt like i shouldn't have gotten a place inpatient where there were only ten beds,i felt like my place should have been given to a person in her/his twenties,who still had a chance at a happy,rich,and healthy life.
Is recovery possible and worth it when you are almost 45 years old?Anyway,i'm sorry.i don't know what i am going on about.
i have been trying to listen to my healthy voice,but my eating disorder voice really is overpowering.",alwaysthinking,"Sat,03/14/2020-7:08pm",Age 43,"Ages do not matter one bit when it comes to any type of mental disorder. Or any type of disorder for that matter. I didn't even start having my eating disorder until I was 41. So when I first went into inpatient, I was 42. I definitely was not the oldest one there nor was I the youngest. I think the oldest person there at that point in time was in her 70's.  The second time I was in inpatient, The oldest person was in her 80s. This doesn't mean that recovery for them isn't possible. I have no idea how either one of them are doing now. This just means that  We are all on various paths. We cannot  Look at one person  and compare our self to another and hope to figure out whether or not we are going to get better based on their life. All you can do is the best that you personally can do. So, I hope that you are able to recover this year 100% and never get sick again. And if you don't, it's not the end of the world. It just means that you're still trying. Keep trying. Something that I learned when I was at inpatient the first time for my eating disorder, Was that a success is a person who never stops trying.  It's when you give up  completely that you become a failure. Note that I said completely. Because yes, there are times that we all feel like giving up. And when we have moments of binging or restricting or various other eating disorder behaviors, it feels like we have given up but that's not what it means. As long as we put one foot in front of the other and try again the next day, we are still trying and we are still a success. I hope this gave you some hope. And I hope that this helps you a little. I care about you, and I don't want you  To have to feel like you are a failure because you definitely are not. And I don't want you to feel like there is no hope for you because they're definitely is. Hang in there. I'm here for you.",silverstars,"Sun,03/15/2020-4:22am",Thank you alwaysthinking,"Thank you so much for your empathetic,validating,and encouraging words.
i appreciate it more than you know.
i guess i need to treat myself as i treat others,be a friend to myself,because i would never say to you or somebody else my age or older that it is useless to strive for recovery.
It should be no different for me.Tough to talk to myself with compassion though.
Your reply did indeed give me hope and comfort,so thank you so much.",alwaysthinking,"Sun,03/15/2020-7:08am",It's ok,Perfectly understandable. I do the exact same thing with myself. I have the hardest time treating myself the way I treat everybody else. :-) hugs. I hope your morning goes better today.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Alexo_eats,03-04-20,Period.,"Just got my period back on Monday after a least a year. It was scary but not as bad as I thought. However, I hate to see it back. It makes me feel like I'm too big. That I weigh to much. I know that periods are supposed to be a ""welcoming to women-hood"" but honestly I just want mine gone. Does anyone know of any non-invasive treatments to stop a period permanently or advice?Alexo",tryingtobebrave,"Wed,03/04/2020-8:22pm",Experience ,"I remember how uncomfortable, physically and emotionally a period can cause you to feel. I have PCOS, and my doctor prescribed a birth control shot to control it, and I haven’t had a period in years. However, this is only my personal experience, not medical advice, and not everyone’s body reacts the same. This is definitely something you should talk to your doctor about, including the ways and reasons behind it. I know it can be uncomfortable to bring up, but they should be professional about it and hopefully understanding. Hugs.",Miggi,"Wed,03/04/2020-10:05pm",I'm still awaiting for my,"I'm still awaiting for my period to return, and I know when it does I will be a total mess. It's understandable to not want your period, but it may not be a good idea to get rid of it. It can cause some serious surgery and life-changing after effects. Make sure you are talking to someone about this new struggle.",alwaysthinking,"Thu,03/05/2020-6:43am",Icky,"I use that subject heading because I've always hated mine.  I never lost mine due to my e.d., but I did lose it for two years, due to a psychiatric nurse practitioner, who really screwed up my system with a lot of med changes, too many, too fast.  My medical doc at the time wasn't thrilled, in the slightest.  It's NOT good for your body, at all.  Definitely talk to your doc about it, as well as your therapist. As much as I still hate that ""time of the month,"" at least I know it means I'm ""normal,"" at least to some degree.  :)",CASACERA,"Thu,03/05/2020-11:17am",totally different solution for all ladies,"menopause (or as my hubby calls it""womanpause""). Unless you still want to get pregnant, I really welcomed it. Not many rewards to be said for aging. Hmmm. Vanity seems to fly out the window. Less wasting time with ""stuff"" you don't want to do to name a few. CC",CASACERA,"Fri,03/06/2020-8:28pm",and I might want to add,When organizing certain group support I've often said that I prefer men and women having their own site's. The above post from Alexo_eats is a perfect example of why. Thank you for the subject. CC,Alexo_eats,"Fri,03/06/2020-9:18pm",Thanks!,Thanks for all the feedback. I'll be sure to discuss my concerns with my medical team. :)Alexo,justagirl,"Sat,03/14/2020-12:44pm",I also just got my period,"I also just got my period back. And I too struggled with seeing it thinking it meant I had gained too much weight. BUT lately I have come to think of it as NUTRIENTS not weight. We are giving our body enough nutrients that it needs to run as women. Try to think if it that way.
You’re so strong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,alwaysthinking,03-12-20,Diets,"I'm sure I'll be having this conversation with my therapist next week. Or sooner or later at least. I really hate How I look. Even though the body talk stuff is going fairly well, And I'm at least more comfortable with my body, I still hate how I look. I do not like my size. I do not like my shape and I most assuredly do not like my weight. I do not know my weight. But I do know that it has not changed remarkably. So I know what it is approximately. So yeah, I really wish I could go on a diet. And it's causing me to restrict like crazy. I don't know what to do anymore. I'm so sick of everything. Everything is just too much and too overwhelming. And yeah, I know I would never care one fig about what anybody else looks like, Nor would I care what anybody else's shape is. I never have.  I don't judge people by that way. I'm not really judging myself that way either. I just don't like how I look. I like how I looked when I was thinner. To an extent at least.  I know, of course, I'll never be truly satisfied with Any  weight, size, shape, etcetera. But why do I have to settle with the one that I have now? Why can't I go back to what I was earlier when I was smaller? Yes, I'll be exploring this with my therapist at some point in time. I'm just really frustrated. And I really do not care about eating.",iwanttolive,"Thu,03/12/2020-10:05pm",alwaysthinking,Hi.  I just want to say I hear you and I am sorry you are feeling so upset with your body.  I am glad you will be talking with your therapist about it.  I hear you and I care.iwanttolive,Blue44,"Fri,03/13/2020-9:48am",alwaysthinking ,"I can relate to what you are saying. I don’t like my body and I would like to lose weight but my family would freak out if I went on a diet.
Take care. I’m glad you posted.",MuzikMuse500,"Fri,03/13/2020-9:34pm",I'm sorry you're struggling,"I'm sorry you're struggling so much, right here with you. I can't make it better but I can relate and let you know that you're not alone. It can take a long time to get to body love and some people never get there, sometimes we stay at body tolerance for a while. I do know that the more you restrict, in the end the worse body dysmorphia gets. I lost a lot of weight recently but I am more dissatisfied with my body than ever. There was a time in recovery about a year ago when I actually did love my body and my curves and didn't care what anyone thought. I'm hoping I can get back to that and I hope that you can get to a place where you accept your body as it is. It's a long journey and it isn't linear. But we're on this road together. Keep fighting, you are worth it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,vjdx91,03-11-20,PLEASE READ-I truly need advice.,"Hello everyone. I really need some advice and possibly another viewpoint of what I'm experiencing. I will begin by saying I grew up having a mom that had anorexia/bulimia. I truly developed my eating disorder in 2010 when I deliberately began starving myself and making it a goal to get thin. I went from X to X lbs. As I progressed through college I was so fixated on my weight. 10 years later (and currently) I am 28 and approx. X lbs. I have gained weight through the years and I do believe a lot has to do with my age; however, I think I've shifted from starving to binging. I have such a problem with binging and doing it randomly at night. It's so frustrating because I eat great during the day. I keep getting random urges to not eat during the day because I want to go back to that control. I don't know what to do.",MuzikMuse500,"Thu,03/12/2020-11:10am","Thank you for sharing, I'm","Thank you for sharing, I'm sorry that you're hurting so much. Eating Disorders suck. Truly. I grew up with an anorexic mother, anorexic brother, and a father with binge eating disorder. I used to go from starving to binging as well. It's a very difficult struggle and I truly understand. The best advice I can give is to go see a nutritionist and a doctor. I can't emphasize enough how helpful it is to have a meal plan to follow. Sticking to it and having people help you to do that can really help with the urges to binge as well. Binging is nothing to feel guilty about, it is a normal response to starvation. If you go too long without eating and then you decide to eat a bunch, it's hard to stop because your body thinks it's in a famine and so it thinks it needs to eat as much as possible while food is available. Pretty much anyone in the same circumstance would also binge. It doesn't mean you lack self-control now. So yeah, You are not alone and you deserve help. My heart goes out to you and I hope that my comment helps in some way. Keep posting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,lifeisjustachac...,03-10-20,I Don't Know If I Have An ED,"I didn't really know what topic to put this under, but basically, I think I might have an ED and a lot of people are saying I do, but I just don't know if I classify as one. I have really bad anxiety, and when I get stressed out, I find it hard to eat, and last year is when it all started to develop. I had anxiety so bad that I started only eating a full meal like every two or three days or so, and feeling physically unable to eat. I didn't think much of it, because I didn't ever feel hungry or anything, and it was really easy to lie to my parents and friends about eating a late lunch or eating at a friend's house or something, so it worked pretty well for me. however, I started to lose a lot of weight, and my friends started to notice. At that point in time, I was X and by the end of winter, when my anxiety started to calm down, I was at X pounds and my BMI was kinda messed up. once summer started though, I could eat like normal and everything is fine. the only thing that was different, was that my friends know knew that I had trouble eating, but they knew it wasn't an ED and that it was just my anxiety. This year though, it been a little different. I've been eating even less, and for reasons unknown to me, I downloaded a calorie tracker app, which originally started out as a way to make sure I was eating enough, but I don't think it's just that anymore. I'm X now, and last week I weighed X pounds which is pretty good for me, but its been going down so much, that I weighed myself and now I'm at X. I know I'm not as rapidly declining as a lot of people, but it still scares me a lot, especially when some days I only get like X calories in me, and I haven't had more than X in a day in three weeks. I was actually body-shamed last year, which I didn't think affected me, but I've been thinking about it more and more with my anxiety getting worse again, and I think it might actually have impacted me. sometimes I find myself just wishing that I was pretty, or stereotypically pretty, because especially for a female, I really have no shape to my body because of my bone structure, and ill probably never have the waist that I so desperately crave. I think I've been too scared to confront the fact that the reason my eating is so much worse this year is because of my body image up until this point, but one of my exes with an ED has been trying to get me to think about it and some of my friends have as well. I just don't know what to do. I'm getting really scared, because now whenever I try to get, I get super nauseous and think I'm going to vomit, and I get bad headaches as well. the other day, I hadn't eaten for a long time, and I actually passed out while I was getting ready for work and woke up fifteen minutes later on my bedroom floor. not to mention that me not eating, paired with the fact I only get two hours of sleep a night and have a job at a restaurant that I work at for 7 hours at a time as well as school, I don't know if I can function if I keep passing out, but I don't know how to stop eating. also, I really like the way I'm losing weight but I still don't know if that's why I'm not eating. I don't know. I think I just need to have someone tell me what my brain is doing.",alwaysthinking,"Tue,03/10/2020-9:29pm",Get help,"Yes, it sounds like you need to find someone who is qualified to help you, either an e.d. therapist, or a nutritionist, or at least someone who can give you a reality check to tell you what your behaviors are doing to your body (like a medical doctor).  I went down that road for way too long without any help, and I felt miserable.  Call NEDA.  They can help, both with talking support, and by giving you info about people available in your area.  Take care, please.",lifeisjustachac...,"Wed,03/11/2020-4:26pm","But like, my parents would","But like, my parents would just be mad at me if they found out about this. My dad doesn't think anxiety or depression is real and don't get him started on EDs. also it might just be my anxiety so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,MuzikMuse500,03-10-20,"""Just eat""","I finally got the courage to sit down with my parents today and tell them about my eating disorder. They know I went to treatment for one two years ago. My dad kept saying how expensive it was to go back to treatment and how the doctor just wants my money. My mom asked if there was any way ""I could get back on my feet on my own"". When I told them about the refeeding syndrome that can happen if you try to recover without medical help they said that my doctor was probably lying to me. I tried to tell them that this is a disease and they keep treating me like it's my own choice. This is so painful. I feel like a horrible person. I hate that you have to defend getting medical help when you have an eating disorder but you don't have to explain yourself when you have any other illness.",alwaysthinking,"Tue,03/10/2020-9:34pm",NEDA,"Have you ever tried downloading any of the information that the Neda website has? They have a lot of good useful informative stuff That can be helpful for parents and other People in your life.  Sometimes a little knowledge can really help people to realize what's real And what's not.  And I'm not saying that this applies to your parents, but then there are some people that just are plain ignorant. And don't want to have any information whatsoever because they're just Stuck with what social media decides to feed them. As I said, I'm not applying this to your parents. I'm really fed up with people in my life that are stuck on social media. Anyway, I hope things improve for you and I hope that you get the help that you need regardless of the support that you are not getting at the moment from your family.",MuzikMuse500,"Wed,03/11/2020-1:01am",Thank you so much for your,"Thank you so much for your response. My dad is definitely the one who is ignorant, the first time I told him I had lost too much weight and had an eating disorder, he actually congratulated me for my weight loss.... I'm very surprised at my mom's response, she had an eating disorder as a teenager. Maybe she still believes the outdated thoughts that eating disorders are a choice and a sin. Either way, I agree they are both misinformed. It really helps to have your validation. I don't know what I would do without this forum. How are you doing by the way, alwaysthinking?",alwaysthinking,"Wed,03/11/2020-5:40am",Struggling,"But I did just eat breakfast, so, each meal is a success and triumph over Maleficent.  (That's what I named my e.d.)  thx for asking.",MuzikMuse500,"Wed,03/11/2020-12:35pm",So proud of you for eating,So proud of you for eating breakfast! I'm about to do the same :-). I love that you named your eating disorder Maleficent! I just called mine Ed LOL. It works for me though cuz it makes me picture some controlling dude trying to tell me what to do and I don't like that thought LOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Dancinggirl ,03-10-20,Just ,:(,MuzikMuse500,"Tue,03/10/2020-7:47pm",What's been going on for you?,What's been going on for you? I'm sorry that you are feeling :-(. Can you tell us a little more?,Dancinggirl ,"Tue,03/10/2020-9:46pm",Keep ,binge eating .,MuzikMuse500,"Tue,03/10/2020-11:38pm",I'm sorry to hear you're,"I'm sorry to hear you're struggling with this, I used to struggle with binge eating and I would feel so so guilty and horrible afterwards. Is there a way you can distract yourself after a binge? The best thing to do is to not try to compensate for having eaten so much. I don't know fully the details of your eating disorder so I don't want to give too much advice, but I think seeing a trained professional, like a nutritionist and a therapist is the best thing you could do for yourself. Having a meal plan to follow is very helpful for any eating disorder sufferer and eating regular snacks and meals can really help with the urge to binge. I hope this was helpful, please keep sharing how you are doing. I sense you're not doing great emotionally?",alwaysthinking,"Wed,03/11/2020-5:38am",Sorry,"Just want to offer my support, too.  I care, and I'm sorry you're struggling right now.  I know it's rough whenever we give in to our disorders.  Try not to be too hard on yourself and remember it's the disorder doing it to you and not you.  It's no different than if you had a relapse from cancer or diabetes.  Hang in there.  Hugs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,hannah8890,03-08-20,everything is just a lot,"im new to the forum, although not new to my eating disorder.
everything has just been a lot lately. and im slipping. I was doing so well in my recovery. but everything came spiraling down and before I could look up it seemed im back at square one.
I feel like I cant break this cycle. that ill be enveloped forever.
tonight is no exception, as I sit, closed in, with shame from what ive done.
will the cycle ever end?",AndiTutti,"Mon,03/09/2020-5:48pm",Hang in there,"I'm rooting for you! You are not alone and you deserve to recover even if you have slipped up lately, even if you are feeling down, even if you don't feel like you are. You are and you will get through this. Please be gentle in your thoughts about yourself and know that all of us on the forums are rooting for you!",MuzikMuse500,"Tue,03/10/2020-12:42pm","Hey there, Welcome to The","Hey there, Welcome to The Forum. There's so many people here who understand exactly where you're at right now. I just relapsed with my eating disorder for the 4th time and the shame is very real. But if I can get better and work towards recovery again then I know that you can too. Recovery isn't linear, there's a lot of backwards steps and also steps forward, you learn something each time you lapse and each time you recover you are stronger than you were before. We can both do this. One day at a time. Do you have professional help you are seeking for your eating disorder? Do you have a nutritionist or therapist? A strong support team is important for recovery. Thanks again for posting keep us all updated!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Savedbygrace ,03-08-20,Should I ,End up going to the hospital because of the voices telling me to hurt myself?,MuzikMuse500,"Tue,03/10/2020-1:15am",Yes. You should go to the ER,Yes. You should go to the ER and tell them whats going on. They can help keep you safe. I'm worried for you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,habeeb98,03-01-20,Eating disorder treatment,I need treatment for bulimia but my family won't take me. What should I do?,Nicole_89,"Mon,03/09/2020-8:04pm",Can you go to the doctor and,"Can you go to the doctor and get some free support that way. I get 5 free sessions through my doctor. Its hard doing it alone, I dont have family support either.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,F_ACLs,03-08-20,Injured athlete,I was a healthy runner with a controlled love for food.  I had to have surgery and have been out of running for about 4 months and I cant stop eating and feel very out of control.,AndiTutti,"Mon,03/09/2020-5:45pm",Talk to your doctor!,"I would definitely recommend seeing a medical professional! It can be scary to ask for help but it sounds like you recognize that you want help. It takes courage but talk to your doctor. The forums are great for community support, but we are not allowed to dispense medical advice. Sending good vibes your way <3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,AndiTutti,03-08-20,Major mood swings,I was just wondering if anyone else has dealt with major mood swings in recovery from a restrictive ED. I will be happy all day and then all of a sudden I am so incredibly sad and hopeless for no apparent reason! This is also true the other way-- I'll be going through my day and all of a sudden be super energetic for no reason or I'll be overjoyed by a tiny thing. I think it's likely due to changes in brain chemistry from eating enough to function again but I don't know how to cope!,alwaysthinking,"Sun,03/08/2020-8:52pm",Yes,"Yes, but then, I also have bipolar disorder, type II, which is when you have rapid mood swings, plus I have borderline personality disorder, so who's to say what causes what, with me?  At any rate, I sympathize.",AndiTutti,"Mon,03/09/2020-5:41pm",Thank you,"Thank you for the reassurance! Even though I know my experiences in recovery are likely shared by many, there is always that doubt that I am ""crazy"" or ""weird"" or that there's something wrong with me (which I guess an ED is ""something wrong with me"" but that's beside the point). I didn't really know why I was posting-- at the time I just needed to get it out but now I am grateful I did because of your kind words. I hope you are doing well and thank you again!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,CASACERA,03-08-20,The Two Faces of Eve,"Remember the Three Faces of Eve, film? So I've got Two. One, in life with its' normal variety ups and downs, and the other eating/food addicted woman, and when flipped over into my other, ""altered state"", honestly unaware that its' happened. The process (if not lifelong, horrible and painful) would be fascinating. But the interesting thing for all the professionals is that the change over from normal to food addict begins way before I take a bite. The first thought of planning, thinking about what I want and actually going to eat, I'm already in my eating-food-world-head. As my late hubby said to my grown kids when I was in a very fine hospital for 5 weeks: ""Your mother's a little Looney-Tunes with the food right now"". So I am there right now for I am going to cook a healthy delicious familiar favorite for lunch (my main meal of the day). Bye for now. CC",CASACERA,"Mon,03/09/2020-8:27am",hello BED'ers,out here on my own CC,CASACERA,"Mon,03/09/2020-1:11pm",saw it happening,"wanted to continue lunch...little voice ""go post""...even if no one is there to respond...to tell me to catch my breath, deny the addiction's voice from making you do what your sensible, sane self doesn't want you to do. How long will this positive behavior last? the distancing from my food hook? Activity shift. Accomplish other things.  So scary. CC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
